Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,source,Outlet_Years,Item_Visible_Avg,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_1,Outlet_Size_2,New_Item_Type_1,New_Item_Type_2,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
NCP29,8.42,0.112249781,Health and Hygiene,64.3168,OUT035,2004,703.0848,train,5,0.954088753512358,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
FDG53,10.0,0.046116319,Frozen Foods,141.818,OUT017,2007,838.908,train,2,0.9348909760802313,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDT25,7.5,0.050957715,Canned,122.4072,OUT018,2009,2572.6512,train,1,0.8782920715242952,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
FDM39,12.792854228644991,0.053211728,Dairy,177.6002,OUT027,1985,8417.7094,train,24,0.870492880325816,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
FDW35,10.6,0.011111714,Breads,43.8454,OUT045,2002,671.1264,train,7,0.9241603797753005,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDD10,20.6,0.077029195,Snack Foods,177.2344,OUT010,1998,892.172,train,11,1.7352152518882473,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FDH08,12.792854228644991,0.017344679,Fruits and Vegetables,230.801,OUT027,1985,5283.123,train,24,0.8704928838486952,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
DRG37,16.2,0.019457372,Soft Drinks,153.9972,OUT018,2009,1246.3776,train,1,0.9620366921700156,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDU01,20.25,0.012063121,Canned,183.5924,OUT017,2007,2406.2012,train,2,1.3403032096499876,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
NCZ17,12.15,0.079755214,Health and Hygiene,36.6506,OUT018,2009,493.3578,train,1,1.0416196211398736,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDU34,12.792854228644991,0.074830794,Snack Foods,125.9046,OUT027,1985,4482.1656,train,24,0.9942317103165587,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
FDB16,8.21,0.044917289,Dairy,88.5198,OUT035,2004,1133.8574,train,5,0.9988808473515955,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDG10,6.63,0.018310142,Snack Foods,57.7588,OUT010,1998,57.2588,train,11,1.464116654216974,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FDH46,6.935,0.041247932,Snack Foods,101.8332,OUT013,1987,2255.7304,train,22,0.9288589832371719,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
FDC16,12.792854228644991,0.0204702,Dairy,88.254,OUT027,1985,2510.066,train,24,1.1361138272810969,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
FDH50,15.0,0.161404914,Canned,185.8266,OUT035,2004,1844.266,train,5,1.1416797136281245,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
NCZ18,7.825,0.186067862,Household,255.4698,OUT046,1997,5073.396,train,12,1.0282584350723973,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
FDJ32,10.695,0.057792343,Fruits and Vegetables,61.4536,OUT046,1997,428.7752,train,12,1.0369034942679627,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
DRI23,18.85,0.0,Hard Drinks,162.0578,OUT035,2004,3209.156,train,5,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DRD01,12.1,0.061270647,Soft Drinks,53.2614,OUT049,1999,386.8298,train,10,0.9237238360536707,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDY02,8.945,0.087823675,Dairy,261.091,OUT045,2002,3418.883,train,7,0.9610435184480556,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDG38,8.975,0.05281112,Canned,86.6224,OUT049,1999,1704.448,train,10,1.0388170616841645,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
NCG30,20.2,0.112495847,Household,124.4046,OUT049,1999,1120.5414,train,10,0.9237238296504322,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
FDO31,6.76,0.029100745,Fruits and Vegetables,80.696,OUT018,2009,559.272,train,1,0.8782920584360132,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
NCU42,9.0,0.019546214,Household,168.1474,OUT045,2002,4211.185,train,7,1.001095906579353,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
NCG30,20.2,0.112549008,Household,123.1046,OUT045,2002,1120.5414,train,7,0.9241603442757947,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
NCA30,19.0,0.0,Household,189.1872,OUT046,1997,567.2616,train,12,0.0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
FDF29,15.1,0.019917598,Frozen Foods,129.431,OUT013,1987,3505.437,train,22,0.9288589686904858,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
FDI14,14.1,0.089817198,Canned,142.7496,OUT049,1999,3528.74,train,10,1.000623037340016,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
FDY57,20.2,0.121442754,Snack Foods,94.9752,OUT049,1999,1342.2528,train,10,1.0006230372685871,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
FDT27,12.792854228644991,0.069250192,Meat,232.9616,OUT027,1985,3515.424,train,24,0.8704928763007586,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
FDM46,12.792854228644991,0.159193194,Snack Foods,92.712,OUT027,1985,3635.268,train,24,0.8704928811378743,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
NCD30,12.792854228644991,0.0,Household,98.1726,OUT027,1985,978.726,train,24,0.0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDJ15,12.792854228644991,0.023209537,Dairy,183.3608,OUT027,1985,6064.1064,train,24,0.9178236686756811,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
NCW05,20.25,0.148372897,Health and Hygiene,108.8938,OUT045,2002,3644.5892,train,7,0.9315179229225501,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
FDT13,14.85,0.0,Canned,187.7214,OUT010,1998,188.4214,train,11,0.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NCP06,20.7,0.065689432,Household,149.7366,OUT010,1998,151.1366,train,11,1.5560143929404404,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FDP03,5.15,0.061301149,Meat,122.1388,OUT045,2002,2352.9372,train,7,0.9610435204382948,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
NCM30,12.792854228644991,0.117825569,Household,43.2796,OUT019,1985,41.2796,train,24,1.6148105918972326,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDK20,12.6,0.04152307,Fruits and Vegetables,124.3072,OUT013,1987,5022.7952,train,22,1.1583283933614563,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
FDX01,10.1,0.024201905,Canned,114.915,OUT049,1999,2796.36,train,10,0.9310779234508412,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
FDV57,15.25,0.066269294,Snack Foods,179.666,OUT017,2007,6471.576,train,2,1.3405741765451324,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDY34,10.5,0.01100413,Snack Foods,167.1842,OUT045,2002,2984.1156,train,7,0.9241603689879162,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDP37,12.792854228644991,0.250560049,Breakfast,126.9994,OUT019,1985,385.4982,train,24,1.5315372005313268,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDP22,14.65,0.099113429,Snack Foods,52.8666,OUT035,2004,461.3994,train,5,1.1406381632181062,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDS25,6.885,0.140008554,Canned,108.7228,OUT046,1997,2542.0244,train,12,0.8747287905082382,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
NCY18,7.285,0.031278532,Household,176.0054,OUT018,2009,2626.581,train,1,0.9334195489356641,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDO08,11.1,0.05373063,Fruits and Vegetables,165.1526,OUT013,1987,1480.0734,train,22,0.9581548407466622,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
NCI43,12.792854228644991,0.025842951,Household,48.6376,OUT027,1985,1677.816,train,24,0.9942317100577388,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDH16,10.5,0.052555346,Frozen Foods,89.683,OUT046,1997,988.713,train,12,0.9296326025222525,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
NCZ05,12.792854228644991,0.10178199,Health and Hygiene,104.699,OUT019,1985,103.199,train,24,1.614810589842856,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
DRE49,20.75,0.021293097,Soft Drinks,151.9024,OUT045,2002,2732.4432,train,7,1.1732928366077304,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDO09,12.792854228644991,0.124668026,Snack Foods,261.091,OUT027,1985,5522.811,train,24,1.0279231334564145,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
FDA08,11.85,0.050043472,Fruits and Vegetables,164.6526,OUT013,1987,2137.8838,train,22,1.0267170368392409,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
NCD55,14.0,0.024468806,Household,41.1454,OUT017,2007,503.3448,train,2,0.9348909898851813,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
NCR50,20.2,0.01181025,Household,154.634,OUT013,1987,4287.752,train,22,0.9982383178240056,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
NCC06,19.0,0.027028323,Household,127.0336,OUT049,1999,3962.8416,train,10,0.876088746781337,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
FDC34,16.0,0.172615327,Snack Foods,154.5972,OUT013,1987,1869.5664,train,22,0.9215224080232293,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
FDQ49,12.792854228644991,0.06871772,Breakfast,155.563,OUT019,1985,469.389,train,24,1.6786733945953007,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDS60,20.85,0.032421521,Baking Goods,181.666,OUT013,1987,1438.128,train,22,0.9209752135922405,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
FDP10,19.0,0.127983545,Snack Foods,107.6622,OUT013,1987,1270.3464,train,22,0.8740008619412065,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
FDW46,13.0,0.070288365,Snack Foods,64.3484,OUT035,2004,2218.4456,train,5,0.9221155235229795,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDG53,10.0,0.076755106,Frozen Foods,141.618,OUT010,1998,139.818,train,11,1.5560143897755936,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FDP57,17.5,0.052434201,Snack Foods,103.999,OUT035,2004,1857.582,train,5,1.036521752465749,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
NCP43,12.792854228644991,0.053413906,Others,181.766,OUT019,1985,179.766,train,24,1.6148105820823853,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDW49,19.5,0.083019163,Canned,180.2002,OUT017,2007,5193.9058,train,2,0.9641442082220736,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDA28,16.1,0.080010553,Frozen Foods,124.2362,OUT010,1998,377.5086,train,11,1.604335752672706,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NCS42,8.6,0.069403341,Household,91.2146,OUT035,2004,2554.0088,train,5,0.9221155240721423,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
FDP21,12.792854228644991,0.025616191,Snack Foods,188.1872,OUT027,1985,6239.8776,train,24,0.8704928779832272,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
DRJ39,20.25,0.036326064,Dairy,220.1482,OUT046,1997,3066.6748,train,12,0.9296326103992442,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDH12,9.6,0.085434195,Baking Goods,105.028,OUT017,2007,2556.672,train,2,0.8796766163173784,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDQ13,11.1,0.010658153,Canned,83.0908,OUT049,1999,1593.9252,train,10,0.923723857390108,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
NCQ06,13.0,0.041994899,Household,254.7014,OUT018,2009,5100.028,train,1,0.926046932564912,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDL40,12.792854228644991,0.011556919,Frozen Foods,94.741,OUT027,1985,1641.197,train,24,1.1470779069867045,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
NCE54,20.7,0.0,Household,74.3354,OUT018,2009,1880.885,train,1,0.0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDL58,5.78,0.124110349,Snack Foods,262.3568,OUT010,1998,790.9704,train,11,1.605334166240426,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FDW38,5.325,0.139244918,Dairy,53.0298,OUT018,2009,377.5086,train,1,1.3070019721056452,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
FDD17,7.5,0.032599801,Frozen Foods,238.1906,OUT013,1987,3327.6684,train,22,0.9577633508553094,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
FDK25,11.6,0.157075658,Breakfast,166.6474,OUT049,1999,4211.185,train,10,0.9237238320207058,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
FDR22,12.792854228644991,0.018472714,Snack Foods,109.9544,OUT027,1985,5257.1568,train,24,0.9251308347797822,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
FDU35,6.44,0.0,Breads,99.87,OUT045,2002,1498.05,train,7,0.0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDR35,12.5,0.020739698,Breads,198.9742,OUT045,2002,995.371,train,7,1.0010958816860727,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
NCZ18,7.825,0.186825823,Household,253.5698,OUT018,2009,3805.047,train,1,1.0324471207665766,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDF22,6.865,0.09512291,Snack Foods,212.3218,OUT010,1998,427.4436,train,11,1.4641166612485592,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FDD17,7.5,0.03269312,Frozen Foods,238.7906,OUT045,2002,4040.7402,train,7,0.9605050092518889,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
DRD37,9.8,0.013841737,Soft Drinks,45.206,OUT046,1997,1211.756,train,12,1.0366951951196492,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDC08,19.0,0.103449993,Fruits and Vegetables,225.472,OUT046,1997,3169.208,train,12,1.0366952115905093,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
FDU57,8.27,0.089554186,Snack Foods,150.8708,OUT046,1997,2407.5328,train,12,0.8747287914406751,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
FDZ58,17.85,0.052257982,Snack Foods,121.8072,OUT049,1999,2450.144,train,10,0.9237238302953752,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
FDY01,11.8,0.170251293,Canned,116.4834,OUT035,2004,1958.1178,train,5,0.9988808329321502,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDG09,20.6,0.048131556,Fruits and Vegetables,187.1556,OUT018,2009,4693.89,train,1,0.8782920620119112,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
NCE54,20.7,0.026899856,Household,73.9354,OUT046,1997,677.1186,train,12,1.0280725131749304,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
FDB34,15.25,0.026663778,Snack Foods,87.0198,OUT045,2002,2442.1544,train,7,0.9315179146283833,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDT24,12.35,0.0,Baking Goods,76.2328,OUT046,1997,1544.656,train,12,0.0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
FDZ08,12.5,0.109900843,Fruits and Vegetables,83.0592,OUT013,1987,743.0328,train,22,1.1230181385419211,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
NCI54,15.2,0.033651278,Household,108.9912,OUT049,1999,1965.4416,train,10,0.9605895769284565,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
FDU34,18.25,0.075311837,Snack Foods,122.6046,OUT049,1999,2988.1104,train,10,1.000623039060522,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
FDP23,6.71,0.0,Breads,218.9166,OUT013,1987,2394.8826,train,22,0.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
NCV29,12.792854228644991,0.039996021,Health and Hygiene,176.7686,OUT019,1985,888.843,train,24,1.6783166155809,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDG10,12.792854228644991,0.010886324,Snack Foods,57.2588,OUT027,1985,801.6232,train,24,0.8704928815736078,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
FDZ56,12.792854228644991,0.04506213,Fruits and Vegetables,167.5474,OUT019,1985,1010.6844,train,24,1.53153720403168,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NCL41,12.35,0.041729735,Health and Hygiene,36.3216,OUT035,2004,276.9728,train,5,0.9221155268149777,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
FDM39,6.42,0.053426165,Dairy,178.7002,OUT013,1987,4477.505,train,22,0.8740008641631088,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
NCZ54,14.65,0.083488992,Household,161.3552,OUT049,1999,7148.0288,train,10,1.026359808645424,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
FDT59,13.65,0.0,Breads,229.4668,OUT049,1999,4837.7028,train,10,0.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
FDV20,20.2,0.060045008,Fruits and Vegetables,128.3678,OUT018,2009,1398.8458,train,1,0.963005392183144,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
NCE43,12.5,0.10402738,Household,172.2448,OUT017,2007,1874.8928,train,2,0.8796766144451811,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
FDP15,12.792854228644991,0.083536071,Meat,255.433,OUT027,1985,9227.988,train,24,1.1361344718347817,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
FDO16,5.48,0.015169739,Frozen Foods,82.225,OUT018,2009,2247.075,train,1,0.9334195419532435,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
NCP41,12.792854228644991,0.028382853,Health and Hygiene,109.4596,OUT019,1985,647.1576,train,24,1.531537186630992,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
DRD01,12.1,0.061299601,Soft Drinks,56.2614,OUT045,2002,552.614,train,7,0.9241603501311065,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDM56,16.7,0.070588621,Fruits and Vegetables,107.9912,OUT017,2007,1419.4856,train,2,0.9643770901316172,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDS22,16.85,0.023201357,Snack Foods,45.9428,OUT045,2002,307.5996,train,7,1.0015450889484983,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDX20,7.365,0.042626422,Fruits and Vegetables,227.072,OUT049,1999,4074.696,train,10,0.9237238279605781,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
FDE34,9.195,0.108501676,Snack Foods,183.6634,OUT017,2007,2362.9242,train,2,1.0387677611416835,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDV50,14.3,0.122571209,Dairy,122.373,OUT046,1997,985.384,train,12,1.123953464487963,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
NCU17,5.32,0.093408695,Health and Hygiene,101.2674,OUT017,2007,2241.0828,train,2,1.0333086609913311,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
NCP53,12.792854228644991,0.032731074,Health and Hygiene,235.6906,OUT027,1985,5704.5744,train,24,0.994231720175055,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDW09,13.65,0.043386131,Snack Foods,80.2302,OUT010,1998,79.2302,train,11,1.55601438205731,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FDW55,12.6,0.021969896,Fruits and Vegetables,248.6092,OUT046,1997,3237.1196,train,12,1.1722780730979696,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
NCE31,12.792854228644991,0.183948465,Household,33.6216,OUT027,1985,934.7832,train,24,0.8704928777386749,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDO49,10.6,0.033052168,Breakfast,49.7008,OUT046,1997,961.4152,train,12,1.0278323369858766,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
FDH34,12.792854228644991,0.054443762,Snack Foods,184.6582,OUT019,1985,185.7582,train,24,1.6148105810530733,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDJ38,8.6,0.040172077,Canned,188.553,OUT013,1987,3795.06,train,22,1.0261718359915635,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
FDG32,19.85,0.175995526,Fruits and Vegetables,224.0772,OUT046,1997,1556.6404,train,12,0.9222899159341418,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
DRQ35,9.3,0.042530668,Hard Drinks,125.5388,OUT017,2007,2848.2924,train,2,0.9275067555400792,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDK25,12.792854228644991,0.274592283,Breakfast,167.8474,OUT019,1985,336.8948,train,24,1.6148105895317917,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDD58,7.76,0.059594017,Snack Foods,99.67,OUT018,2009,1897.53,train,1,0.878292062841639,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
FDB15,10.895,0.136784873,Dairy,265.2568,OUT035,2004,4218.5088,train,5,0.9294568233697779,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
DRF60,10.8,0.0,Soft Drinks,238.1564,OUT018,2009,5243.8408,train,1,0.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDH04,12.792854228644991,0.019912606,Frozen Foods,91.0488,OUT019,1985,271.6464,train,24,1.5315371842865866,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDM04,9.195,0.04719387,Frozen Foods,52.8666,OUT049,1999,1384.1982,train,10,1.1257009084120686,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
FDO58,19.6,0.039638705,Snack Foods,166.0526,OUT049,1999,3124.5994,train,10,0.9237238442787483,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
FDQ24,15.7,0.074083388,Baking Goods,253.3724,OUT017,2007,6795.1548,train,2,1.0335903244942455,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
DRP35,18.85,0.091051579,Hard Drinks,127.4336,OUT045,2002,894.8352,train,7,0.924160349078153,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRI47,14.7,0.02090277,Hard Drinks,144.5128,OUT013,1987,3307.6944,train,22,0.8740008702891586,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDF35,15.0,0.153861181,Starchy Foods,108.5938,OUT013,1987,1393.5194,train,22,0.9982383500751926,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
FDP31,21.1,0.161504957,Fruits and Vegetables,65.0168,OUT046,1997,639.168,train,12,0.9990697461505099,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
FDQ52,17.0,0.119871307,Frozen Foods,248.3434,OUT018,2009,6208.585,train,1,0.9334195300960196,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
FDM12,16.7,0.069903773,Baking Goods,188.6214,OUT035,2004,565.2642,train,5,0.8745633860670053,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
NCS42,8.6,0.069416467,Household,92.5146,OUT046,1997,2006.7212,train,12,0.922289920408033,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
FDO31,6.76,0.02914662,Fruits and Vegetables,79.296,OUT017,2007,1118.544,train,2,0.8796766157104319,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDU19,8.77,0.046771477,Fruits and Vegetables,173.9422,OUT046,1997,3103.9596,train,12,1.1415067215816077,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
NCE19,12.792854228644991,0.092564193,Household,53.4956,OUT027,1985,2129.2284,train,24,0.8704928799047406,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDR16,5.845,0.104998144,Frozen Foods,213.2218,OUT035,2004,7266.5412,train,5,1.0327297981905847,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDF56,16.7,0.119704498,Fruits and Vegetables,181.9976,OUT045,2002,5432.928,train,7,0.8765027656441684,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
DRJ59,11.65,0.03242518,Hard Drinks,38.8164,OUT010,1998,77.2328,train,11,1.7342856422751933,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
